sample_id,category,question,answer,generated_text,avg_entropy,answer_code,generated_text_code,judgment
21,artwork,Is this artwork titled peter gillis? Please answer yes or no.,No,"No, the artwork you've provided is not titled ""Peter Gillis."" It is a famous painting known as ""The Madonna and Child"" by Jan van Eyck, which is also known as the ""Ghent Altarpiece."" ",0.8085592617483959,0.0,0.0,1.0
22,artwork,Does this artwork belong to the type of interior? Please answer yes or no.,Yes,"Yes, the artwork belongs to the type of interior that features a large, ornate archway with intricate designs and possibly religious or historical significance. This type of artwork is often found in cathedrals, churches, or other religious or historical buildings. ",1.1467843461809766,1.0,1.0,1.0
23,artwork,Does this artwork belong to the type of still-life? Please answer yes or no.,No,"No, the artwork in the image does not belong to the type of still-life. Still-life typically refers to a genre of art that depicts inanimate objects, such as fruit, flowers, dead animals, or other objects that are either natural (like food, flowers, rocks, shells, etc.) or man-made (like bottles, vases, books, etc.).

The image you've provided appears to be an interior view of a cathedral, specifically the entrance to a church with a large archway. The artwork on the walls and ceiling is likely religious in nature, depicting scenes from the Bible or other religious stories. This type of artwork is not considered still-life, as it does not depict inanimate objects. ",0.9677476737354482,0.0,0.0,1.0
24,artwork,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,"Yes, the artwork you've provided appears to be a religious painting. It depicts the Virgin Mary, baby Jesus, and a young John the Baptist, which are common subjects in Christian religious art. The style and composition are characteristic of religious art from the Renaissance or later periods. ",0.9426397344249248,1.0,1.0,1.0
25,artwork,Does this artwork belong to the type of interior? Please answer yes or no.,No,"Yes, the artwork depicts an interior scene, specifically a domestic setting with a family and a pet. ",1.105847821416556,0.0,1.0,0.0
26,artwork,"Is this artwork created by unknown master, dutch? Please answer yes or no.",Yes,"No, the artwork is not created by an unknown master. It is a famous painting by the Dutch artist Vincent van Gogh, titled ""The Bedroom."" ",0.8098385579832081,1.0,0.0,0.0
27,artwork,"Is this artwork created by cuyp, benjamin gerritsz.? Please answer yes or no.",No,"No, the artwork you've shown is not by Cuyp or Benjamin Gerritsz. It appears to be a painting depicting a cluttered shelf with various objects, including books, a statue, and a skull. The style and subject matter do not match the works of either Cuyp or Benjamin Gerritsz. Cuyp was a Dutch Golden Age painter known for his landscapes and genre paintings, while Benjamin Gerritsz was a Dutch Golden Age painter known for his still lifes and genre paintings. ",0.8913586008082017,0.0,0.0,1.0
28,artwork,"Is this artwork displayed in national gallery, london? Please answer yes or no.",Yes,"Yes, the artwork you've shown is ""The Death of Orpheus"" by Peter Paul Rubens, which is displayed in the National Gallery, London. ",0.843869088480359,1.0,0.0,0.0
29,artwork,"Is this artwork displayed in notre-dame-la-riche, tours? Please answer yes or no.",No,"Yes, the artwork you've shown is the famous ""Last Judgment"" mosaic located in Notre-Dame Cathedral in Paris, France. It is one of the most famous and significant pieces of religious art in the world. ",1.0212668393902482,0.0,1.0,0.0
30,artwork,Is this artwork created by antoniazzo romano? Please answer yes or no.,Yes,"Yes, the artwork you've provided is a painting by Antoniazzo Romano, specifically known as ""The Madonna and Child with Two Angels."" It is a famous piece of Renaissance art. ",1.1071332927545383,1.0,1.0,1.0
31,artwork,Is this artwork created by gentile da fabriano? Please answer yes or no.,No,"Yes, the artwork you've shown is ""The Virgin and Child with St. John the Baptist"" by Gentile da Fabriano. It is a famous painting from the early Renaissance period. ",0.8830796577436889,0.0,1.0,0.0
32,artwork,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,"Yes, the artwork you've described is a painting. It is a famous piece by the Italian artist Raphael, titled ""The School of Athens."" ",1.0863842199672944,1.0,1.0,1.0
33,artwork,Does this artwork exist in the form of glassware? Please answer yes or no.,No,"No, the artwork you've described does not exist in the form of glassware. It is a painting, specifically a Baroque painting, which is a form of visual art. ",0.9694295333087212,0.0,0.0,1.0
34,artwork,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,"Yes, the artwork you've shown is a painting. It depicts a religious scene with a figure that appears to be the Virgin Mary and the infant Jesus, surrounded by fruit and flowers, and is likely a representation of the Madonna and Child. The painting is rich in detail and symbolism, typical of religious art from certain historical periods. ",1.1335645948800246,1.0,1.0,1.0
35,artwork,Does this artwork exist in the form of sculpture? Please answer yes or no.,No,"No, the artwork you've shown is a painting, not a sculpture. It depicts a religious scene with a figure that appears to be the Virgin Mary and a child, which is a common theme in religious art. ",0.920904959044492,0.0,0.0,1.0
36,artwork,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,"Yes, the artwork appears to be of a religious nature. It depicts figures that are likely to be religious in nature, possibly representing saints or figures from religious stories. The presence of religious symbols and the style of the carving suggest that it is meant to convey a religious message or story. ",1.1417146636069389,1.0,1.0,1.0
37,artwork,Does this artwork belong to the type of portrait? Please answer yes or no.,No,"No, the artwork you've provided does not belong to the type of portrait. It is a relief sculpture depicting a scene with multiple figures, which is a form of art that is carved into a surface, typically a wall or a monument. Portraits, on the other hand, are artistic representations of a person's face or likeness. ",0.9946033762426414,0.0,0.0,1.0
38,artwork,"Is this artwork created by herrera, francisco de, the elder? Please answer yes or no.",Yes,"Yes, the artwork you've provided is indeed created by Francisco de Herrera the Elder. It is a famous painting known as ""The Adoration of the Christ Child."" ",0.8675220970640352,1.0,1.0,1.0
39,artwork,"Is this artwork created by ingres, jean-auguste-dominique? Please answer yes or no.",No,"Yes, the artwork you've provided is ""The Prayer in the Church"" by Jean-Auguste-Dominique Ingres. It is a famous painting that depicts a scene from the Bible, where a man is praying in a church while an angel appears to him. ",1.141682243199959,0.0,1.0,0.0
40,artwork,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,"Yes, the artwork you've described is a painting. It is a famous portrait of a woman, often referred to as ""The Girl with a Pearl Earring"" or ""The Woman with a Pearl Earring,"" painted by the Dutch artist Johannes Vermeer. The painting is known for its detailed depiction of the subject and the use of light to highlight the pearl earring. ",0.9876757813306823,1.0,1.0,1.0
41,artwork,Does this artwork exist in the form of architecture? Please answer yes or no.,No,"No, the artwork you've shown is a painting, not an architectural structure. It depicts a woman playing a piano, which is a musical instrument, not a building or architectural feature. ",0.8706801848761537,0.0,0.0,1.0
42,artwork,Is this artwork created by donatello? Please answer yes or no.,Yes,"Yes, the artwork in the image is the Campanile Bell Tower of the Florence Cathedral, which was designed by Filipo Brunelleschi and the bell tower itself was completed by Giotto di Bondone. The sculptures on the bell tower are indeed by Donatello, who was one of the most influential sculptors of the Renaissance. The sculptures are known for their realistic human figures and are considered some of the finest examples of early Renaissance art. ",1.2191784919407829,1.0,0.0,0.0
43,artwork,"Is this artwork created by zichy, mihály? Please answer yes or no.",No,"No, the artwork in the image is not created by Zichy, Mihály. The style and design suggest it could be from a historical building, possibly from the Renaissance or Baroque period, but without more specific information, it is not possible to attribute the artwork to a specific artist. ",0.9872335106899754,0.0,0.0,1.0
44,artwork,"Is this artwork created by janneck, franz christoph? Please answer yes or no.",Yes,"No, the artwork you've provided is not by Janneck, Franz Christoph. The painting you've shown is ""The Death of Socrates"" by Jacques-Louis David, painted in 1787. ",0.6891091625049526,1.0,0.0,0.0
45,artwork,"Is this artwork created by goupil, jules-adolphe? Please answer yes or no.",No,"No, the artwork you've provided is not by Jules-Adolphe Goupil. The painting you've shown is ""The Death of Socrates"" by Jacques-Louis David, painted in 1787. ",0.6070408868104601,0.0,0.0,1.0
46,artwork,Is this artwork titled allegory of the regency? Please answer yes or no.,Yes,"No, the artwork you've provided is not titled ""Allegory of the Regency."" It is a painting that depicts a scene with classical figures, but it does not have a specific title that is widely recognized. The painting is known for its classical style and the figures it portrays, but without more context, it's not possible to determine the exact title or the artist's intent. ",1.1923160851072807,1.0,0.0,0.0
47,artwork,Is this artwork titled breton woman bathing? Please answer yes or no.,No,"No, the artwork you've provided is not titled ""Breton Woman Bathing."" It is a painting that depicts a scene with classical figures, including a woman seated on a throne-like structure, and it is not related to the title you mentioned. ",1.2252502054075844,0.0,0.0,1.0
48,artwork,"Is this artwork created by gossart, jan? Please answer yes or no.",Yes,"No, the artwork you've provided is not created by Jan van Eyck, also known as Jan Gossaert. The painting you've shown is ""The Arnolfini Wedding"" by Jan van Eyck, which is housed in the National Gallery in London. The artwork you've provided appears to be a different piece, possibly from a later period or a different artist. ",0.7734081224263168,1.0,0.0,0.0
49,artwork,"Is this artwork created by stanzione, massimo? Please answer yes or no.",No,"No, the artwork is not created by Massimo Stanzione. The painting you've shown is ""Portrait of a Man"" by Jan van Eyck, a famous Dutch painter from the 15th century. ",0.8159219149977672,0.0,0.0,1.0
50,artwork,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,"Yes, the artwork you've shown is a painting. It depicts a variety of butterflies and other insects, along with flowers, on a white background. The painting style is realistic, and it is likely from the 17th or 18th century, given the style of the butterflies and the overall composition. ",1.0170773819633836,1.0,1.0,1.0
51,artwork,Does this artwork exist in the form of furniture? Please answer yes or no.,No,"No, the artwork you've shown is a painting and does not exist in the form of furniture. It is a visual representation of various butterflies and flowers, and it is not a physical object that can be used as furniture. ",0.869200530462258,0.0,0.0,1.0
52,artwork,Is this artwork titled peasants making merry outside a tavern 'the swan'? Please answer yes or no.,Yes,"Yes, the artwork is titled ""Peasants making merry outside a tavern 'the swan'."" ",0.3488053497684842,1.0,1.0,1.0
53,artwork,Is this artwork titled allegory of quietude? Please answer yes or no.,No,"No, the artwork you've provided is not titled ""Allegory of Quietude."" It is a painting by Pieter Bruegel the Elder, titled ""The Peasant Wedding"" or ""The Wedding Dance."" It depicts a lively scene of a wedding celebration in a village. ",0.8407343876410088,0.0,0.0,1.0
54,artwork,"Is this artwork created by bartsius, willem? Please answer yes or no.",Yes,"Yes, the artwork is created by Willem Bartsius. ",0.7460607529210392,1.0,1.0,1.0
55,artwork,"Is this artwork created by oehme, ernst ferdinand? Please answer yes or no.",No,"No, the artwork you've shown is not by Oehme, ernst ferdinand. The painting you've provided is ""The Adoration of the Shepherds"" by Peter Paul Rubens, a famous Flemish Baroque painter. ",0.7496414230998582,0.0,0.0,1.0
56,artwork,Is this artwork displayed in private collection? Please answer yes or no.,Yes,"Yes, the artwork you've shown is a painting by Jacques-Louis David, titled ""The Death of Socrates."" It is a famous piece that is often displayed in private collections, museums, and galleries. ",1.008574502408992,1.0,1.0,1.0
57,artwork,"Is this artwork displayed in musée national gustave-moreau, paris? Please answer yes or no.",No,"Yes, the artwork you've described is displayed in the Musée National Gustave-Moreau in Paris. It is a famous painting known as ""The Liberation of Greece"" by Eugène Delacroix. ",0.7765094207425136,0.0,1.0,0.0
58,artwork,"Is this artwork displayed in szépmûvészeti múzeum, budapest? Please answer yes or no.",Yes,"Yes, the artwork you've shown is ""The Death of Sardanapalus"" by Eugène Delacroix, which is displayed in the Szépművészeti Múzeum in Budapest. ",0.60183447131305,1.0,1.0,1.0
59,artwork,"Is this artwork displayed in s. eustorgio, milan? Please answer yes or no.",No,"No, the artwork you've shown is not displayed in the Galleria d'Arte Moderna (GAM) in Milan, which is housed in the former church of San Eustorgio. The painting you've described appears to be a work by the Dutch artist Jan van Eyck, specifically ""The Arnolfini Wedding,"" which is housed in the National Gallery in London. ",0.9179682819018457,0.0,0.0,1.0
60,artwork,"Is this artwork displayed in musée du louvre, paris? Please answer yes or no.",Yes,"Yes, the artwork you've described is ""The Raft of the Medusa"" by Eugène Delacroix, which is indeed displayed in the Musée du Louvre in Paris. ",0.599841131019535,1.0,1.0,1.0
61,artwork,"Is this artwork displayed in santa catarina, pisa? Please answer yes or no.",No,"No, the artwork you've shown is not displayed in Santa Catarina, Pisa. It is a famous painting called ""The Birth of Venus"" by Sandro Botticelli, which is housed in the Uffizi Gallery in Florence, Italy. ",0.5184851507950451,0.0,0.0,1.0
62,artwork,"Is this artwork created by grebber, pieter de? Please answer yes or no.",Yes,"No, the artwork in the image is not created by Pieter de Grebber. Pieter de Grebber was a Dutch painter who was active in the 17th century, and his style is quite different from the one depicted in the image. The artwork in the image appears to be a black and white sketch or etching, which is not characteristic of de Grebber's work. ",0.8669774716865076,1.0,0.0,0.0
63,artwork,"Is this artwork created by massys, quentin? Please answer yes or no.",No,"No, this artwork is not created by Massys, Quentin. The image you've provided appears to be a sketch or drawing that is not by Quentin Massys, who was a Flemish painter from the Renaissance period. The style and subject matter do not match any known works by Massys. ",0.9409712905944616,0.0,0.0,1.0
64,artwork,"Is this artwork created by werff, pieter van der? Please answer yes or no.",Yes,"No, the artwork you've provided is not created by Werff, Pieter van der. The painting is a portrait of a woman, likely from the 17th or 18th century, judging by the style and clothing. However, without more context or information about the artist, it's not possible to definitively identify the creator of this piece. ",0.8595078844470974,1.0,0.0,0.0
65,artwork,"Is this artwork created by domenichini, apollonio? Please answer yes or no.",No,"No, the artwork you've provided is not by Domenichino or Apollonio. It appears to be a portrait of a woman, possibly from the Renaissance period, but without more context or information, it's not possible to determine the artist or the specific piece of art. ",0.9535709852938336,0.0,0.0,1.0
66,artwork,Is this artwork created by tintoretto? Please answer yes or no.,Yes,"Yes, the artwork depicted in the image is ""The Last Supper"" by Tintoretto. It is a famous painting that was created in the 16th century. ",0.8058363893069327,1.0,1.0,1.0
67,artwork,"Is this artwork created by morel, jean-baptiste? Please answer yes or no.",No,"No, the artwork in the image is not created by Jean-Baptiste Morel. Morel was a French painter known for his religious paintings, but the style and composition of the painting in the image do not match his typical works. The painting appears to be a representation of the Last Supper, which is a common subject in religious art, but without more specific information, it is not possible to identify the artist or the time period of the artwork. ",0.9737561217352968,0.0,0.0,1.0
68,artwork,"Is this artwork displayed in musée toulouse-lautrec, albi? Please answer yes or no.",Yes,"Yes, the artwork you've shown is ""Portrait of a Man in a Top Hat"" by Henri de Toulouse-Lautrec, and it is displayed in Musée Toulouse-Lautrec in Albi, France. ",0.5946180557525708,1.0,1.0,1.0
69,artwork,"Is this artwork displayed in kupferstichkabinett, gotha? Please answer yes or no.",No,"No, the artwork is not displayed in the Kupferstichkabinett in Gotha. The Kupferstichkabinett is a museum in Gotha, Germany, that houses a collection of prints, drawings, and watercolors. The artwork in the image is a painting, not a print or drawing, and it is not part of the Kupferstichkabinett's collection. ",0.6864169471489888,0.0,0.0,1.0
70,artwork,Is this artwork titled ukrainian peasant girl? Please answer yes or no.,Yes,"No, the artwork is not titled ""Ukrainian peasant girl."" The title of the artwork is ""Portrait of a young girl."" ",0.8314098145548314,1.0,0.0,0.0
71,artwork,Is this artwork titled virtue crowning merit? Please answer yes or no.,No,"No, the artwork you've provided is not titled ""Virtue Crowning Merit."" The title of the artwork is not visible in the image. ",0.742705759472943,0.0,0.0,1.0
72,artwork,Is this artwork titled prayer before the meal? Please answer yes or no.,Yes,"Yes, the artwork is titled ""Prayer Before the Meal."" ",0.4636618808230303,1.0,1.0,1.0
73,artwork,Is this artwork titled rest in the mountains? Please answer yes or no.,No,"No, the artwork is not titled ""Rest in the Mountains."" The image you've provided appears to be a black and white illustration, but without more context or information about the artwork, it's not possible to determine its title or any other details about it. ",0.8382813418125774,0.0,0.0,1.0
74,artwork,"Is this artwork created by wit, jacob de? Please answer yes or no.",Yes,"Yes, the artwork is created by Wit, Jacob de. ",0.8564222501125187,1.0,1.0,1.0
75,artwork,"Is this artwork created by vittone, bernardo antonio? Please answer yes or no.",No,"No, the artwork in the image is not created by Vittone, Bernardo Antonio. The image depicts a scene with cherubs, which is a common theme in Baroque art, but it does not match the style or the known works of Bernardo Antonio Vittone. ",0.9456400822203456,0.0,0.0,1.0
76,artwork,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,"Yes, the artwork appears to be of a religious nature. It depicts a Madonna and Child, which is a common theme in Christian art, often representing the Virgin Mary and the infant Jesus Christ. The style and iconography are characteristic of religious art from the medieval period, which is known for its religious themes and symbolism. ",0.9551902313689716,1.0,1.0,1.0
77,artwork,Does this artwork belong to the type of genre? Please answer yes or no.,No,"Yes, the artwork belongs to the genre of religious art. It depicts a Madonna and Child, which is a common theme in Christian art. The Madonna and Child are often portrayed as the central figures in religious art, symbolizing the Virgin Mary and the infant Jesus Christ. ",0.9048518429660664,0.0,1.0,0.0
78,artwork,"Is this artwork created by kucharski, aleksander? Please answer yes or no.",Yes,"No, the artwork is not created by Aleksander Kucharski. The image you've provided appears to be a portrait of a young woman, possibly from the 18th century, given the style of clothing and the background. However, without more context or information about the artist, it's not possible to confirm the creator of this artwork. ",0.8564385198735277,1.0,0.0,0.0
79,artwork,"Is this artwork created by pourbus, frans the elder? Please answer yes or no.",No,"Yes, the artwork you've provided is a portrait by Frans Pourbus the Elder. It is a famous painting known as ""The Girl with the Hat"" or ""The Girl with the Feathered Hat."" ",1.2085251668783925,0.0,1.0,0.0
80,artwork,Is this artwork titled madonna and child? Please answer yes or no.,Yes,"Yes, the artwork you've provided is titled ""Madonna and Child."" ",0.6338346973320262,1.0,1.0,1.0
81,artwork,Is this artwork titled the bacino di san marco? Please answer yes or no.,No,"Yes, the artwork you've shown is titled ""The Bacino di San Marco"" and is a famous painting by Giovanni Bellini. It depicts the Virgin Mary and the infant Jesus. ",0.7792806448276333,0.0,1.0,0.0
82,artwork,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,"Yes, the artwork you've described is a painting. ",0.8569293506360347,1.0,1.0,1.0
83,artwork,Does this artwork exist in the form of tapestry? Please answer yes or no.,No,"Yes, the artwork you've shown is a tapestry. It is a depiction of a pastoral scene, likely from the Renaissance period, and it is known for its intricate details and realistic style. ",1.3152664426537393,0.0,1.0,0.0
84,artwork,"Is this artwork displayed in cannon hall museum, barnsley? Please answer yes or no.",Yes,"Yes, the artwork you've shown is ""The Arnolfini Wedding"" by Jan van Eyck, which is displayed in the Cannon Hall Museum, Barnsley. ",0.7133354817835824,1.0,1.0,1.0
85,artwork,"Is this artwork displayed in protestant parish church, gelnhausen? Please answer yes or no.",No,"Yes, the artwork you've shown is ""The Arnolfini Wedding,"" a famous painting by Jan van Eyck that is displayed in the Protestant parish church of Gelnhausen, Germany. ",0.8036518751274949,0.0,1.0,0.0
86,artwork,Is this artwork titled the message? Please answer yes or no.,Yes,"No, the artwork you've provided is not titled ""The Message."" It is a famous painting by Jan van Eyck, known as ""The Arnolfini Wedding."" ",0.7626574336294653,1.0,0.0,0.0
87,artwork,Is this artwork titled the descent from the cross? Please answer yes or no.,No,"No, the artwork you've provided is not titled ""The Descent from the Cross."" It is a painting by Jan van Eyck, commonly known as ""The Arnolfini Wedding."" ",0.6901717492289456,0.0,0.0,1.0
88,artwork,Is this artwork titled view of rome with the tiberand castel sant'angelo? Please answer yes or no.,Yes,"Yes, the artwork is titled ""View of Rome with the Tiber and Castel Sant'Angelo."" ",0.3231247870692944,1.0,1.0,1.0
89,artwork,Is this artwork titled st bonaventure enters the franciscan order? Please answer yes or no.,No,"No, the artwork you've provided is not titled ""St Bonaventure enters the Franciscan Order."" It is a painting depicting a cityscape with a river and boats, which is a common subject matter for artists to capture the life and activity of a city. The painting does not depict a specific historical event like the one you mentioned. ",0.999710622431594,0.0,0.0,1.0
90,artwork,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,"Yes, the artwork you've described is a painting. It is a famous piece by Edgar Degas titled ""The Tub"" or ""The Woman Bathing,"" which is part of the Impressionist movement. ",1.0576965104518556,1.0,1.0,1.0
91,artwork,Does this artwork exist in the form of mosaic? Please answer yes or no.,No,"No, the artwork you've shown is a painting, not a mosaic. Mosaics are typically made up of small pieces of colored stone, glass, or other materials, arranged to form an image. The image you've provided is a painting, which is created using pigments applied to a surface, such as canvas or paper. ",0.7756975255794203,0.0,0.0,1.0
92,artwork,Does this artwork exist in the form of graphics? Please answer yes or no.,Yes,"Yes, the artwork you've shown is a graphic illustration. It is a black and white engraving that depicts a scene with various elements, including a large fish, people, and boats. ",1.243156127581394,1.0,1.0,1.0
93,artwork,Does this artwork exist in the form of tapestry? Please answer yes or no.,No,"No, the artwork you've shown is a black and white illustration, not a tapestry. Tapestries are typically large, woven textiles that depict scenes or stories, whereas the image you've provided is a print or drawing. ",0.9087791339777388,0.0,0.0,1.0
94,artwork,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,"No, the artwork in the image does not belong to the type of religious art. It depicts a nude male figure, which is a common theme in classical and neoclassical sculpture, often representing the human form in an idealized and idealized state. This type of artwork is not typically associated with religious themes. ",1.0475669335692015,1.0,0.0,0.0
95,artwork,Does this artwork belong to the type of landscape? Please answer yes or no.,No,"No, the artwork in the image does not belong to the type of landscape. It is a sculpture of a nude male figure, which is a type of figurative art. ",0.7052325776661746,0.0,0.0,1.0
96,artwork,Is this artwork titled madonna and child with a host of musical angels? Please answer yes or no.,Yes,"Yes, the artwork you've provided is titled ""Madonna and Child with a Host of Musical Angels."" It is a famous painting by Sandro Botticelli, known for its depiction of the Virgin Mary and the infant Jesus surrounded by angels playing musical instruments. ",0.7272123962335172,1.0,1.0,1.0
97,artwork,Is this artwork titled garden in fontenay? Please answer yes or no.,No,"No, the artwork you've provided is not titled ""Garden in Fontenay."" It is a famous painting known as ""The Adoration of the Christ Child"" by Jan van Eyck, which is also known as the ""Ghent Altarpiece."" ",0.722070100518115,0.0,0.0,1.0
98,artwork,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,"Yes, the artwork you've described is a painting. It is a famous painting by the Dutch artist Pieter Bruegel the Elder, titled ""The Hunters in the Snow."" ",0.9067391636731704,1.0,1.0,1.0
99,artwork,Does this artwork exist in the form of sculpture? Please answer yes or no.,No,"No, the artwork you've shown is a painting, not a sculpture. ",0.6567396673046076,0.0,0.0,1.0
100,artwork,Does this artwork exist in the form of painting? Please answer yes or no.,Yes,"Yes, the artwork you've described is a painting. It is a still life painting that features a bouquet of flowers and fruit. ",1.0385830616563907,1.0,1.0,1.0
101,artwork,Does this artwork exist in the form of sculpture? Please answer yes or no.,No,"No, the artwork you've shown is a painting, not a sculpture. It depicts a bouquet of flowers in a vase, with a dark background that contrasts with the bright colors of the flowers. The painting is a still life, a genre of art that focuses on the depiction of inanimate objects, typically commonplace objects which are either natural (like food, flowers, rocks, shells, etc.) or man-made (like glass, books, vases, etc.). ",0.7615493459435936,0.0,0.0,1.0
